Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1702730194,2023-12-16T12:36:34Z,ASL651,"54.74144,31.883375",30000,54,292
1702730196,2023-12-16T12:36:36Z,ASL651,"54.741707,31.882408",30000,54,296
1702730200,2023-12-16T12:36:40Z,ASL651,"54.742218,31.880993",30000,54,303
1702730203,2023-12-16T12:36:43Z,ASL651,"54.742592,31.880159",30000,54,307
1702730206,2023-12-16T12:36:46Z,ASL651,"54.743149,31.879078",30000,54,311
1702730209,2023-12-16T12:36:49Z,ASL651,"54.74371,31.878162",30000,53,318
1702730212,2023-12-16T12:36:52Z,ASL651,"54.744362,31.877247",30000,54,322
1702730215,2023-12-16T12:36:55Z,ASL651,"54.744965,31.876589",30000,54,327
1702730218,2023-12-16T12:36:58Z,ASL651,"54.74548,31.876081",30000,54,332
1702730221,2023-12-16T12:37:01Z,ASL651,"54.746338,31.875458",30000,54,337
1702730224,2023-12-16T12:37:04Z,ASL651,"54.747063,31.875",30000,54,340
1702730227,2023-12-16T12:37:07Z,ASL651,"54.747852,31.874666",30000,54,347
1702730230,2023-12-16T12:37:10Z,ASL651,"54.748581,31.874489",30000,54,351
1702730233,2023-12-16T12:37:13Z,ASL651,"54.74913,31.874407",30000,54,354
1702730237,2023-12-16T12:37:17Z,ASL651,"54.750137,31.874407",30000,54,360
1702730240,2023-12-16T12:37:20Z,ASL651,"54.750824,31.874569",30025,54,6
1702730243,2023-12-16T12:37:23Z,ASL651,"54.751602,31.874811",30025,54,9
1702730245,2023-12-16T12:37:25Z,ASL651,"54.752243,31.875135",30025,54,13
1702730249,2023-12-16T12:37:29Z,ASL651,"54.753067,31.87562",30025,54,20
1702730252,2023-12-16T12:37:32Z,ASL651,"54.753662,31.876104",30025,54,25
1702730255,2023-12-16T12:37:35Z,ASL651,"54.754322,31.876747",30025,54,29
1702730258,2023-12-16T12:37:38Z,ASL651,"54.755035,31.877558",30025,53,35
1702730261,2023-12-16T12:37:41Z,ASL651,"54.755581,31.878412",30025,54,39
1702730264,2023-12-16T12:37:44Z,ASL651,"54.756138,31.879328",30025,54,44
1702730267,2023-12-16T12:37:47Z,ASL651,"54.756638,31.880304",30025,53,49
1702730270,2023-12-16T12:37:50Z,ASL651,"54.757095,31.881435",30025,54,53
1702730273,2023-12-16T12:37:53Z,ASL651,"54.757416,31.882404",30025,54,59
1702730276,2023-12-16T12:37:56Z,ASL651,"54.757828,31.88394",30025,54,64
1702730279,2023-12-16T12:37:59Z,ASL651,"54.758095,31.885155",30025,54,70
1702730282,2023-12-16T12:38:02Z,ASL651,"54.758282,31.886236",30025,54,75
1702730285,2023-12-16T12:38:05Z,ASL651,"54.758465,31.887651",30025,54,79
1702730288,2023-12-16T12:38:08Z,ASL651,"54.758514,31.888948",30025,54,84
1702730291,2023-12-16T12:38:11Z,ASL651,"54.75856,31.89023",30025,51,92
1702730294,2023-12-16T12:38:14Z,ASL651,"54.758514,31.891563",30025,54,94
1702730298,2023-12-16T12:38:18Z,ASL651,"54.758377,31.892826",30025,54,99
1702730301,2023-12-16T12:38:21Z,ASL651,"54.758232,31.894142",30025,54,103
1702730304,2023-12-16T12:38:24Z,ASL651,"54.757965,31.895573",30025,54,108
1702730307,2023-12-16T12:38:27Z,ASL651,"54.757721,31.896557",30025,54,113
1702730310,2023-12-16T12:38:30Z,ASL651,"54.757301,31.897888",30025,54,118
1702730313,2023-12-16T12:38:33Z,ASL651,"54.756912,31.898966",30025,54,123
1702730316,2023-12-16T12:38:36Z,ASL651,"54.756512,31.899803",30025,54,127
1702730319,2023-12-16T12:38:39Z,ASL651,"54.755859,31.901066",30025,54,134
1702730322,2023-12-16T12:38:42Z,ASL651,"54.755302,31.901966",30025,54,137
1702730326,2023-12-16T12:38:46Z,ASL651,"54.754669,31.902761",30025,54,143
1702730329,2023-12-16T12:38:49Z,ASL651,"54.753983,31.903488",30025,53,148
1702730332,2023-12-16T12:38:52Z,ASL651,"54.753433,31.903975",30025,54,153
1702730335,2023-12-16T12:38:55Z,ASL651,"54.752609,31.904619",30025,54,158
1702730338,2023-12-16T12:38:58Z,ASL651,"54.751831,31.905024",30000,54,162
1702730341,2023-12-16T12:39:01Z,ASL651,"54.751144,31.905266",30000,54,167
1702730344,2023-12-16T12:39:04Z,ASL651,"54.75032,31.905428",30000,54,172
1702730347,2023-12-16T12:39:07Z,ASL651,"54.749577,31.905462",30000,54,176
1702730350,2023-12-16T12:39:10Z,ASL651,"54.748901,31.905428",30000,54,182
1702730353,2023-12-16T12:39:13Z,ASL651,"54.748039,31.905296",30000,54,187
1702730356,2023-12-16T12:39:16Z,ASL651,"54.747345,31.905024",30000,54,193
1702730359,2023-12-16T12:39:19Z,ASL651,"54.746521,31.904539",30000,54,198
1702730362,2023-12-16T12:39:22Z,ASL651,"54.74588,31.904135",30000,54,201
1702730365,2023-12-16T12:39:25Z,ASL651,"54.745663,31.903963",30000,54,206
1702730368,2023-12-16T12:39:28Z,ASL651,"54.744499,31.9028",30000,54,212
1702730371,2023-12-16T12:39:31Z,ASL651,"54.743896,31.90205",29975,54,217
1702730374,2023-12-16T12:39:34Z,ASL651,"54.74329,31.901134",30000,54,222
1702730378,2023-12-16T12:39:38Z,ASL651,"54.742779,31.900135",29975,54,227
1702730380,2023-12-16T12:39:40Z,ASL651,"54.742355,31.899288",29975,54,231
1702730383,2023-12-16T12:39:43Z,ASL651,"54.74194,31.898138",29975,54,236
1702730387,2023-12-16T12:39:47Z,ASL651,"54.741531,31.896866",29975,54,241
1702730389,2023-12-16T12:39:49Z,ASL651,"54.741241,31.895723",29975,54,246
1702730392,2023-12-16T12:39:52Z,ASL651,"54.741028,31.894684",29975,54,249
1702730396,2023-12-16T12:39:56Z,ASL651,"54.740753,31.89323",29975,54,256
1702730399,2023-12-16T12:39:59Z,ASL651,"54.740635,31.891895",29975,54,260
1702730402,2023-12-16T12:40:02Z,ASL651,"54.740589,31.890564",29975,54,264
1702730405,2023-12-16T12:40:05Z,ASL651,"54.740589,31.889315",29975,54,270
1702730408,2023-12-16T12:40:08Z,ASL651,"54.740662,31.88798",29975,54,273
1702730411,2023-12-16T12:40:11Z,ASL651,"54.740753,31.886848",29975,54,279
1702730414,2023-12-16T12:40:14Z,ASL651,"54.740982,31.885393",29975,54,284
1702730417,2023-12-16T12:40:17Z,ASL651,"54.741196,31.884239",29975,54,289
1702730420,2023-12-16T12:40:20Z,ASL651,"54.741531,31.883051",29975,54,293
1702730423,2023-12-16T12:40:23Z,ASL651,"54.741852,31.88192",29975,54,297
1702730426,2023-12-16T12:40:26Z,ASL651,"54.742218,31.880993",29975,54,303
1702730429,2023-12-16T12:40:29Z,ASL651,"54.742767,31.87974",29975,54,308
1702730432,2023-12-16T12:40:32Z,ASL651,"54.74329,31.878828",29975,54,312
1702730435,2023-12-16T12:40:35Z,ASL651,"54.743866,31.877962",29975,53,318
1702730438,2023-12-16T12:40:38Z,ASL651,"54.744553,31.877073",29975,54,323
1702730441,2023-12-16T12:40:41Z,ASL651,"54.745056,31.876509",29975,54,329
1702730444,2023-12-16T12:40:44Z,ASL651,"54.745743,31.875862",29975,54,332
1702730447,2023-12-16T12:40:47Z,ASL651,"54.746521,31.875378",29975,54,338
1702730450,2023-12-16T12:40:50Z,ASL651,"54.747246,31.874916",29975,54,341
1702730453,2023-12-16T12:40:53Z,ASL651,"54.747993,31.874666",29975,54,348
1702730456,2023-12-16T12:40:56Z,ASL651,"54.748672,31.874489",29975,54,353
1702730459,2023-12-16T12:40:59Z,ASL651,"54.749451,31.874407",29975,54,356
1702730462,2023-12-16T12:41:02Z,ASL651,"54.750229,31.874489",29975,54,1
1702730465,2023-12-16T12:41:05Z,ASL651,"54.750599,31.8745",29975,54,6
1702730468,2023-12-16T12:41:08Z,ASL651,"54.751762,31.874916",29975,54,12
1702730471,2023-12-16T12:41:11Z,ASL651,"54.752289,31.875135",29975,54,17
1702730474,2023-12-16T12:41:14Z,ASL651,"54.753204,31.87575",29975,54,22
1702730477,2023-12-16T12:41:17Z,ASL651,"54.753765,31.876249",29975,54,27
1702730480,2023-12-16T12:41:20Z,ASL651,"54.754532,31.876993",29975,54,32
1702730483,2023-12-16T12:41:23Z,ASL651,"54.755127,31.87772",29975,54,36
1702730486,2023-12-16T12:41:26Z,ASL651,"54.755672,31.878578",29975,54,41
1702730489,2023-12-16T12:41:29Z,ASL651,"54.756226,31.879498",29975,54,43
1702730492,2023-12-16T12:41:32Z,ASL651,"54.756699,31.880493",29975,54,51
1702730496,2023-12-16T12:41:36Z,ASL651,"54.757141,31.881598",30000,54,55
1702730498,2023-12-16T12:41:38Z,ASL651,"54.757488,31.882658",30000,54,60
1702730502,2023-12-16T12:41:42Z,ASL651,"54.757862,31.883905",30000,54,64
1702730505,2023-12-16T12:41:45Z,ASL651,"54.758102,31.885151",30000,54,70
1702730508,2023-12-16T12:41:48Z,ASL651,"54.758327,31.886402",30000,54,75
1702730511,2023-12-16T12:41:51Z,ASL651,"54.758469,31.887737",30000,54,79
1702730514,2023-12-16T12:41:54Z,ASL651,"54.75856,31.889029",30000,54,84
1702730517,2023-12-16T12:41:57Z,ASL651,"54.75856,31.890402",30000,52,92
1702730520,2023-12-16T12:42:00Z,ASL651,"54.758469,31.891775",30000,54,94
1702730523,2023-12-16T12:42:03Z,ASL651,"54.758377,31.893068",30000,54,99
1702730526,2023-12-16T12:42:06Z,ASL651,"54.758232,31.894142",30000,54,103
1702730529,2023-12-16T12:42:09Z,ASL651,"54.757954,31.895475",30000,54,108
1702730532,2023-12-16T12:42:12Z,ASL651,"54.757629,31.896723",30000,54,115
1702730535,2023-12-16T12:42:15Z,ASL651,"54.757278,31.897995",30000,54,119
1702730538,2023-12-16T12:42:18Z,ASL651,"54.756912,31.898966",30000,54,123
1702730541,2023-12-16T12:42:21Z,ASL651,"54.756363,31.900097",30000,54,129
1702730544,2023-12-16T12:42:24Z,ASL651,"54.755859,31.901066",30000,54,134
1702730547,2023-12-16T12:42:27Z,ASL651,"54.75531,31.901873",30000,54,138
1702730550,2023-12-16T12:42:30Z,ASL651,"54.754715,31.902681",30000,54,143
1702730553,2023-12-16T12:42:33Z,ASL651,"54.754074,31.903408",30000,53,148
1702730556,2023-12-16T12:42:36Z,ASL651,"54.753387,31.903975",30000,54,153
1702730559,2023-12-16T12:42:39Z,ASL651,"54.752747,31.904539",30000,54,158
1702730562,2023-12-16T12:42:42Z,ASL651,"54.752136,31.904879",30000,54,162
1702730565,2023-12-16T12:42:45Z,ASL651,"54.751282,31.905186",30000,54,166
1702730569,2023-12-16T12:42:49Z,ASL651,"54.750412,31.905462",30000,54,172
1702730571,2023-12-16T12:42:51Z,ASL651,"54.74968,31.905508",30000,54,176
1702730575,2023-12-16T12:42:55Z,ASL651,"54.748856,31.905428",30000,54,181
1702730578,2023-12-16T12:42:58Z,ASL651,"54.748226,31.905296",30000,54,187
1702730581,2023-12-16T12:43:01Z,ASL651,"54.747482,31.905106",30000,54,191
1702730584,2023-12-16T12:43:04Z,ASL651,"54.746841,31.904781",30000,54,197
1702730587,2023-12-16T12:43:07Z,ASL651,"54.746063,31.904297",30000,54,201
1702730590,2023-12-16T12:43:10Z,ASL651,"54.745239,31.90357",30000,54,206
1702730593,2023-12-16T12:43:13Z,ASL651,"54.744598,31.902924",30000,54,210
1702730596,2023-12-16T12:43:16Z,ASL651,"54.744003,31.902115",30000,54,216
1702730599,2023-12-16T12:43:19Z,ASL651,"54.743431,31.9013",30000,53,220
1702730602,2023-12-16T12:43:22Z,ASL651,"54.742825,31.900301",30000,54,225
1702730605,2023-12-16T12:43:25Z,ASL651,"54.742355,31.899208",30000,54,231
1702730608,2023-12-16T12:43:28Z,ASL651,"54.741989,31.898319",30000,54,236
1702730611,2023-12-16T12:43:31Z,ASL651,"54.741623,31.897268",30000,54,240
1702730614,2023-12-16T12:43:34Z,ASL651,"54.741287,31.895973",30000,54,244
1702730617,2023-12-16T12:43:37Z,ASL651,"54.740982,31.894604",30000,54,249
1702730620,2023-12-16T12:43:40Z,ASL651,"54.740822,31.893394",30000,54,256
1702730624,2023-12-16T12:43:44Z,ASL651,"54.740662,31.892099",30000,54,260
1702730627,2023-12-16T12:43:47Z,ASL651,"54.74057,31.890644",30000,54,264
1702730630,2023-12-16T12:43:50Z,ASL651,"54.74057,31.889271",30000,54,270
1702730633,2023-12-16T12:43:53Z,ASL651,"54.740635,31.887983",30000,54,275
1702730636,2023-12-16T12:43:56Z,ASL651,"54.740799,31.886686",30000,54,279
1702730639,2023-12-16T12:43:59Z,ASL651,"54.740963,31.885405",30000,54,286
1702730642,2023-12-16T12:44:02Z,ASL651,"54.741241,31.884155",30000,54,289
1702730645,2023-12-16T12:44:05Z,ASL651,"54.74157,31.882906",30025,54,296
1702730648,2023-12-16T12:44:08Z,ASL651,"54.741898,31.88184",30025,54,300
1702730651,2023-12-16T12:44:11Z,ASL651,"54.742313,31.880743",30000,53,305
1702730654,2023-12-16T12:44:14Z,ASL651,"54.742813,31.87974",30000,54,308
1702730657,2023-12-16T12:44:17Z,ASL651,"54.743362,31.878769",30025,54,314
1702730660,2023-12-16T12:44:20Z,ASL651,"54.743958,31.8778",30025,53,319
1702730663,2023-12-16T12:44:23Z,ASL651,"54.744595,31.876997",30025,54,323
1702730667,2023-12-16T12:44:27Z,ASL651,"54.745285,31.876347",30025,54,329
1702730669,2023-12-16T12:44:29Z,ASL651,"54.745945,31.87575",30025,54,333
1702730673,2023-12-16T12:44:33Z,ASL651,"54.746643,31.87525",30025,54,338
1702730675,2023-12-16T12:44:35Z,ASL651,"54.747341,31.874916",30025,54,343
1702730678,2023-12-16T12:44:38Z,ASL651,"54.748085,31.874666",30000,54,348
1702730682,2023-12-16T12:44:42Z,ASL651,"54.748829,31.8745",30000,54,354
1702730685,2023-12-16T12:44:45Z,ASL651,"54.749725,31.874407",30025,54,357
1702730688,2023-12-16T12:44:48Z,ASL651,"54.750458,31.874489",30025,54,4
1702730691,2023-12-16T12:44:51Z,ASL651,"54.751205,31.874666",30025,54,6
1702730694,2023-12-16T12:44:54Z,ASL651,"54.751904,31.875",30025,54,12
1702730697,2023-12-16T12:44:57Z,ASL651,"54.752747,31.875378",30025,54,19
1702730700,2023-12-16T12:45:00Z,ASL651,"54.753433,31.875942",30025,54,23
1702730703,2023-12-16T12:45:03Z,ASL651,"54.754044,31.876497",30025,54,27
1702730706,2023-12-16T12:45:06Z,ASL651,"54.754715,31.877153",30025,54,32
1702730709,2023-12-16T12:45:09Z,ASL651,"54.755348,31.877996",30000,54,38
1702730713,2023-12-16T12:45:13Z,ASL651,"54.755905,31.878931",30000,54,42
1702730715,2023-12-16T12:45:15Z,ASL651,"54.756363,31.87982",30000,54,45
1702730719,2023-12-16T12:45:19Z,ASL651,"54.756836,31.880827",30000,54,52
1702730721,2023-12-16T12:45:21Z,ASL651,"54.757256,31.88199",30000,54,57
1702730725,2023-12-16T12:45:25Z,ASL651,"54.757629,31.883074",30000,54,62
1702730728,2023-12-16T12:45:28Z,ASL651,"54.757954,31.884405",30000,54,67
1702730731,2023-12-16T12:45:31Z,ASL651,"54.758194,31.885635",30000,54,71
1702730734,2023-12-16T12:45:34Z,ASL651,"54.758373,31.886902",30000,54,76
1702730737,2023-12-16T12:45:37Z,ASL651,"54.758514,31.888382",30000,54,81
1702730740,2023-12-16T12:45:40Z,ASL651,"54.75856,31.889675",30000,54,85
1702730743,2023-12-16T12:45:43Z,ASL651,"54.758514,31.890898",30000,54,91
1702730746,2023-12-16T12:45:46Z,ASL651,"54.758469,31.89226",30000,54,95
1702730749,2023-12-16T12:45:49Z,ASL651,"54.758327,31.89356",30000,54,101
1702730752,2023-12-16T12:45:52Z,ASL651,"54.758102,31.894764",30000,53,105
1702730755,2023-12-16T12:45:55Z,ASL651,"54.757816,31.896141",30000,54,111
1702730758,2023-12-16T12:45:58Z,ASL651,"54.757488,31.897223",30000,54,115
1702730761,2023-12-16T12:46:01Z,ASL651,"54.757141,31.898319",30000,53,121
1702730765,2023-12-16T12:46:05Z,ASL651,"54.756638,31.899612",30000,54,126
1702730767,2023-12-16T12:46:07Z,ASL651,"54.75618,31.900499",30000,54,131
1702730771,2023-12-16T12:46:11Z,ASL651,"54.755581,31.901466",30000,54,135
1702730774,2023-12-16T12:46:14Z,ASL651,"54.755035,31.902277",30000,54,142
1702730777,2023-12-16T12:46:17Z,ASL651,"54.754395,31.903086",30000,54,145
1702730780,2023-12-16T12:46:20Z,ASL651,"54.753754,31.903732",30000,54,150
1702730783,2023-12-16T12:46:23Z,ASL651,"54.753021,31.904297",30000,54,156
1702730786,2023-12-16T12:46:26Z,ASL651,"54.752289,31.904781",30000,54,159
1702730789,2023-12-16T12:46:29Z,ASL651,"54.751621,31.905128",30000,54,163
1702730792,2023-12-16T12:46:32Z,ASL651,"54.75087,31.905348",30000,53,169
1702730795,2023-12-16T12:46:35Z,ASL651,"54.750088,31.905462",30000,54,173
1702730799,2023-12-16T12:46:39Z,ASL651,"54.749111,31.905462",30000,54,181
1702730802,2023-12-16T12:46:42Z,ASL651,"54.748352,31.905348",30000,54,185
1702730805,2023-12-16T12:46:45Z,ASL651,"54.74762,31.905128",30000,54,190
1702730808,2023-12-16T12:46:48Z,ASL651,"54.746922,31.904797",30000,54,194
1702730811,2023-12-16T12:46:51Z,ASL651,"54.746201,31.904377",30025,54,199
1702730814,2023-12-16T12:46:54Z,ASL651,"54.74548,31.903797",30000,55,204
1702730817,2023-12-16T12:46:57Z,ASL651,"54.744827,31.903166",30025,54,209
1702730820,2023-12-16T12:47:00Z,ASL651,"54.744221,31.902466",30025,54,214
1702730823,2023-12-16T12:47:03Z,ASL651,"54.743523,31.901466",30025,53,220
1702730826,2023-12-16T12:47:06Z,ASL651,"54.742996,31.900581",30025,54,224
1702730829,2023-12-16T12:47:09Z,ASL651,"54.7425,31.899553",30025,54,230
1702730832,2023-12-16T12:47:12Z,ASL651,"54.742081,31.898638",30025,54,235
1702730835,2023-12-16T12:47:15Z,ASL651,"54.741714,31.897511",30025,54,237
1702730838,2023-12-16T12:47:18Z,ASL651,"54.741348,31.896299",30025,54,244
1702730841,2023-12-16T12:47:21Z,ASL651,"54.741055,31.894976",30000,54,249
1702730844,2023-12-16T12:47:24Z,ASL651,"54.740845,31.893715",30000,54,253
1702730848,2023-12-16T12:47:28Z,ASL651,"54.740685,31.892311",30000,54,257
1702730851,2023-12-16T12:47:31Z,ASL651,"54.740589,31.891064",30025,54,263
1702730854,2023-12-16T12:47:34Z,ASL651,"54.74057,31.889755",30000,54,267
1702730857,2023-12-16T12:47:37Z,ASL651,"54.740616,31.888786",30000,54,273
1702730860,2023-12-16T12:47:40Z,ASL651,"54.740707,31.887333",30000,54,278
1702730862,2023-12-16T12:47:42Z,ASL651,"54.740891,31.88596",30025,54,281
1702730866,2023-12-16T12:47:46Z,ASL651,"54.741104,31.884737",30025,54,288
1702730869,2023-12-16T12:47:49Z,ASL651,"54.741383,31.883574",30025,54,292
1702730872,2023-12-16T12:47:52Z,ASL651,"54.741802,31.882074",30025,54,298
1702730875,2023-12-16T12:47:55Z,ASL651,"54.742264,31.880871",30025,54,303
1702730878,2023-12-16T12:47:58Z,ASL651,"54.742733,31.879911",30025,54,308
1702730882,2023-12-16T12:48:02Z,ASL651,"54.743198,31.878996",30025,54,312
1702730885,2023-12-16T12:48:05Z,ASL651,"54.743755,31.87808",30000,53,318
1702730888,2023-12-16T12:48:08Z,ASL651,"54.744415,31.877235",30000,54,322
1702730890,2023-12-16T12:48:10Z,ASL651,"54.745056,31.876509",30000,54,327
1702730894,2023-12-16T12:48:14Z,ASL651,"54.745697,31.875942",30000,54,332
1702730897,2023-12-16T12:48:17Z,ASL651,"54.746456,31.875416",30000,54,337
1702730900,2023-12-16T12:48:20Z,ASL651,"54.747108,31.875",30000,54,341
1702730903,2023-12-16T12:48:23Z,ASL651,"54.740982,31.894522",30000,53,344, jump 2
1702732925,2023-12-16T13:22:05Z,ASL651,"51.858273,22.448492",31000,528,196, jump 2 
1702733044,2023-12-16T13:24:04Z,ASL651,"51.578796,22.318323",31000,526,195
1702733165,2023-12-16T13:26:05Z,ASL651,"51.293945,22.186668",31000,528,197
1702733285,2023-12-16T13:28:05Z,ASL651,"51.020824,22.063236",31000,532,195
1702733404,2023-12-16T13:30:04Z,ASL651,"50.732391,21.934498",31025,532,195
1702733525,2023-12-16T13:32:05Z,ASL651,"50.453037,21.811384",31000,529,195
1702733619,2023-12-16T13:33:39Z,ASL651,"50.163548,21.685724",30975,530,195
1702733765,2023-12-16T13:36:05Z,ASL651,"49.880306,21.563519",31025,532,194
1702733885,2023-12-16T13:38:05Z,ASL651,"49.59919,21.44495",30975,532,195
1702734005,2023-12-16T13:40:05Z,ASL651,"49.31287,21.325453",31025,536,194
1702734379,2023-12-16T13:46:19Z,ASL651,"48.172718,20.861408",31025,532,194
1702734436,2023-12-16T13:47:16Z,ASL651,"47.990891,20.789566",31000,532,194
1702734469,2023-12-16T13:47:49Z,ASL651,"47.90712,20.756538",31000,532,194
1702734502,2023-12-16T13:48:22Z,ASL651,"47.82814,20.725567",31000,533,194
1702734534,2023-12-16T13:48:54Z,ASL651,"47.750244,20.695084",31000,534,194
1702734567,2023-12-16T13:49:27Z,ASL651,"47.671097,20.664185",31000,533,194
1702734600,2023-12-16T13:50:00Z,ASL651,"47.592819,20.633732",31000,532,194
1702734634,2023-12-16T13:50:34Z,ASL651,"47.51239,20.602592",31000,533,194
1702734667,2023-12-16T13:51:07Z,ASL651,"47.433659,20.572182",31000,532,194
1702734700,2023-12-16T13:51:40Z,ASL651,"47.354332,20.541616",31000,533,194
1702734731,2023-12-16T13:52:11Z,ASL651,"47.282227,20.513947",31000,532,194
1702734764,2023-12-16T13:52:44Z,ASL651,"47.203411,20.483656",31000,533,194
1702734797,2023-12-16T13:53:17Z,ASL651,"47.124645,20.453514",31025,532,194
1702734829,2023-12-16T13:53:49Z,ASL651,"47.04863,20.424751",31000,532,194
1702734862,2023-12-16T13:54:22Z,ASL651,"46.969719,20.39485",31000,532,194
1702734895,2023-12-16T13:54:55Z,ASL651,"46.89072,20.36492",31000,532,194
1702734925,2023-12-16T13:55:25Z,ASL651,"46.819244,20.337971",31000,531,194
1702734958,2023-12-16T13:55:58Z,ASL651,"46.741013,20.308428",30600,528,194
1702734991,2023-12-16T13:56:31Z,ASL651,"46.662643,20.278887",30075,528,194
1702735024,2023-12-16T13:57:04Z,ASL651,"46.58519,20.249947",29575,514,194
1702735058,2023-12-16T13:57:38Z,ASL651,"46.509598,20.221848",29075,506,194
1702735091,2023-12-16T13:58:11Z,ASL651,"46.435089,20.195885",29000,506,189
1702735103,2023-12-16T13:58:23Z,ASL651,"46.405289,20.191196",28975,501,183
1702735106,2023-12-16T13:58:26Z,ASL651,"46.398708,20.190811",29000,500,182
1702735109,2023-12-16T13:58:29Z,ASL651,"46.394211,20.190727",29000,499,180
1702735112,2023-12-16T13:58:32Z,ASL651,"46.384323,20.190928",29000,498,179
1702735115,2023-12-16T13:58:35Z,ASL651,"46.377575,20.19136",29000,495,177
1702735118,2023-12-16T13:58:38Z,ASL651,"46.373566,20.191732",29000,494,176
1702735120,2023-12-16T13:58:40Z,ASL651,"46.366516,20.192671",29000,493,174
1702735124,2023-12-16T13:58:44Z,ASL651,"46.357315,20.194279",29000,490,173
1702735127,2023-12-16T13:58:47Z,ASL651,"46.353745,20.195082",29000,489,171
1702735130,2023-12-16T13:58:50Z,ASL651,"46.343765,20.197561",29000,486,169
1702735132,2023-12-16T13:58:52Z,ASL651,"46.340099,20.198639",29000,485,168
1702735136,2023-12-16T13:58:56Z,ASL651,"46.330696,20.201454",29000,484,168
1702735139,2023-12-16T13:58:59Z,ASL651,"46.324265,20.203455",29000,482,168
1702735142,2023-12-16T13:59:02Z,ASL651,"46.317719,20.205465",29000,483,167
1702735145,2023-12-16T13:59:05Z,ASL651,"46.311996,20.207207",29000,482,167
1702735176,2023-12-16T13:59:36Z,ASL651,"46.242851,20.228714",28975,484,167
1702735210,2023-12-16T14:00:10Z,ASL651,"46.172562,20.250616",28300,482,167
1702735243,2023-12-16T14:00:43Z,ASL651,"46.099144,20.273277",27175,470,167
1702735275,2023-12-16T14:01:15Z,ASL651,"46.030479,20.294495",26125,457,167
1702735309,2023-12-16T14:01:49Z,ASL651,"45.962265,20.315798",24925,446,167
1702735342,2023-12-16T14:02:22Z,ASL651,"45.895798,20.33643",23850,437,167
1702735375,2023-12-16T14:02:55Z,ASL651,"45.83189,20.356087",22825,428,167
1702735406,2023-12-16T14:03:26Z,ASL651,"45.771233,20.374763",21750,424,167
1702735439,2023-12-16T14:03:59Z,ASL651,"45.709991,20.393572",20625,416,167
1702735471,2023-12-16T14:04:31Z,ASL651,"45.648972,20.412331",19550,405,167
1702735505,2023-12-16T14:05:05Z,ASL651,"45.589691,20.430349",18625,390,167
1702735538,2023-12-16T14:05:38Z,ASL651,"45.532837,20.447845",17400,382,167
1702735571,2023-12-16T14:06:11Z,ASL651,"45.474834,20.465586",15925,380,167
1702735601,2023-12-16T14:06:41Z,ASL651,"45.42215,20.481588",14425,383,168
1702735634,2023-12-16T14:07:14Z,ASL651,"45.364609,20.498854",12750,386,167
1702735668,2023-12-16T14:07:48Z,ASL651,"45.306828,20.516432",11500,377,168
1702735683,2023-12-16T14:08:03Z,ASL651,"45.28043,20.524336",10775,376,168
1702735695,2023-12-16T14:08:15Z,ASL651,"45.260147,20.530375",10250,374,168
1702735710,2023-12-16T14:08:30Z,ASL651,"45.235153,20.53796",9700,368,167
1702735722,2023-12-16T14:08:42Z,ASL651,"45.216141,20.543631",9225,366,168
1702735737,2023-12-16T14:08:57Z,ASL651,"45.190109,20.551497",8650,360,167
1702735752,2023-12-16T14:09:12Z,ASL651,"45.165894,20.558886",8100,352,167
1702735768,2023-12-16T14:09:28Z,ASL651,"45.141239,20.566339",7450,349,167
1702735780,2023-12-16T14:09:40Z,ASL651,"45.121639,20.572166",6850,348,168
1702735796,2023-12-16T14:09:56Z,ASL651,"45.097713,20.579336",6300,344,167
1702735811,2023-12-16T14:10:11Z,ASL651,"45.074844,20.586155",6100,330,168
1702735826,2023-12-16T14:10:26Z,ASL651,"45.053101,20.592695",5875,315,167
1702735841,2023-12-16T14:10:41Z,ASL651,"45.031887,20.599098",5675,301,168
1702735853,2023-12-16T14:10:53Z,ASL651,"45.018436,20.60305",5550,292,168
1702735868,2023-12-16T14:11:08Z,ASL651,"44.995811,20.609749",5325,282,168
1702735884,2023-12-16T14:11:24Z,ASL651,"44.976585,20.615509",5050,273,167
1702735897,2023-12-16T14:11:37Z,ASL651,"44.959778,20.620602",4650,274,167
1702735908,2023-12-16T14:11:48Z,ASL651,"44.946854,20.624607",4275,276,167
1702735915,2023-12-16T14:11:55Z,ASL651,"44.937805,20.627367",4100,276,167
1702735925,2023-12-16T14:12:05Z,ASL651,"44.925293,20.631083",3875,272,168
1702735931,2023-12-16T14:12:11Z,ASL651,"44.917789,20.63286",3750,272,172
1702735934,2023-12-16T14:12:14Z,ASL651,"44.914017,20.633263",3650,272,176
1702735937,2023-12-16T14:12:17Z,ASL651,"44.910339,20.633263",3575,273,179
1702735940,2023-12-16T14:12:20Z,ASL651,"44.905884,20.632717",3500,273,185
1702735943,2023-12-16T14:12:23Z,ASL651,"44.902771,20.631998",3475,273,185
1702735947,2023-12-16T14:12:27Z,ASL651,"44.898468,20.630381",3425,273,185
1702735948,2023-12-16T14:12:28Z,ASL651,"44.897167,20.629778",3400,270,197
1702735953,2023-12-16T14:12:33Z,ASL651,"44.891579,20.626898",3375,267,200
1702735957,2023-12-16T14:12:37Z,ASL651,"44.885899,20.623817",3325,263,201
